model,dataset,text_id,magnitude,cosine_similarity
bert,g4ms,86,14.400148,0.42152658
bert,g4ms,87,15.201241,0.34718293
bert,g4ms,88,15.768692,0.38338053
bert,g4ms,89,14.417904,0.44806442
bert,g4ms,90,14.721226,0.45908272
bert,g4ms,91,14.101584,0.46335524
bert,g4ms,92,15.5686,0.408214
bert,g4ms,93,15.818935,0.47567922
bert,g4ms,94,14.593588,0.44621766
bert,g4ms,95,16.011314,0.36694348
bert,g4ms,96,14.419531,0.49022922
bert,g4ms,97,14.115729,0.4559477
bert,g4ms,98,15.413793,0.36523026
bert,g4ms,99,15.435383,0.4333578
bert,g4ms,100,15.118091,0.47302103
bert,g4ms,101,14.290139,0.47503152
bert,g4ms,102,14.631473,0.4309502
bert,g4ms,103,15.083754,0.43900013
bert,g4ms,104,14.368976,0.47801277
bert,g4ms,105,14.715419,0.44516468
bert,g4ms,106,14.81119,0.4116528
bert,g4ms,107,15.442286,0.4090736
bert,g4ms,108,14.320535,0.4609677
bert,g4ms,109,15.5487585,0.41480207
bert,g4ms,110,14.31932,0.40146586
bert,g4ms,111,14.335061,0.45517612
bert,g4ms,112,15.2673855,0.35443795
bert,g4ms,113,15.476508,0.39972827
bert,g4ms,114,14.937327,0.41032365
bert,g4ms,115,14.841748,0.4058046
bert,g4ms,116,15.675971,0.40789223
bert,g4ms,117,15.318039,0.45349166
bert,g4ms,118,15.569254,0.40011764
bert,g4ms,119,14.645114,0.48918423
bert,g4ms,120,14.44728,0.45510527
bert,g4ms,121,14.905041,0.46478948
bert,g4ms,122,14.952991,0.4413271
bert,g4ms,123,15.559166,0.41648233
bert,g4ms,124,14.499601,0.4385531
bert,g4ms,125,14.342949,0.41336468
bert,g4ms,126,14.905747,0.3742734
bert,g4ms,127,14.674127,0.39644057
bert,g4ms,128,14.379337,0.45438474
bert,g4ms,129,14.495007,0.41535756
bert,g4ms,130,16.083054,0.37303936
bert,g4ms,131,15.151228,0.4248706
bert,g4ms,132,15.509349,0.37685788
bert,g4ms,133,15.298384,0.41969618
bert,g4ms,134,14.741054,0.4326093
bert,g4ms,135,14.790618,0.39974985
bert,g4ms,136,14.512785,0.45152152
bert,g4ms,137,14.551004,0.4444569
bert,g4ms,138,14.689419,0.42094174
bert,g4ms,139,14.943377,0.41025975
bert,g4ms,140,15.911122,0.4412403
bert,g4ms,141,15.272133,0.4054952
bert,g4ms,142,14.658881,0.4563559
bert,g4ms,143,14.739844,0.47147864
bert,g4ms,144,14.537747,0.46962065
bert,g4ms,145,14.793537,0.45768565
bert,g4ms,146,14.378099,0.47402114
bert,g4ms,147,14.572456,0.47177622
bert,g4ms,148,14.613026,0.44818625
bert,g4ms,149,14.459875,0.42300665
bert,g4cs,0,14.610128,0.3971949
bert,g4cs,1,14.713762,0.38845438
bert,g4cs,2,14.632358,0.4147863
bert,g4cs,3,14.66541,0.39142397
bert,g4cs,4,14.482438,0.40295634
bert,g4cs,5,14.6060505,0.40076032
bert,g4cs,6,14.747035,0.3848396
bert,g4cs,7,14.706161,0.40034097
bert,g4cs,8,14.696048,0.40495938
bert,g4cs,9,14.912136,0.40837756
bert,g4cs,10,14.831241,0.4078206
bert,g4cs,11,15.201789,0.36303157
bert,g4cs,12,14.790779,0.40826875
bert,g4cs,13,14.768064,0.3921666
bert,g4cs,14,14.563732,0.41705358
bert,g4cs,15,14.798017,0.38470522
bert,g4cs,16,14.706274,0.39188266
bert,g4cs,17,14.907875,0.37762693
bert,g4cs,18,14.700711,0.38112926
bert,g4cs,19,14.384508,0.39341524
bert,g4cs,20,14.515837,0.39655116
bert,g4cs,21,14.806535,0.40226835
bert,g4cs,22,14.582113,0.40115976
bert,g4cs,23,14.670436,0.40211844
bert,g4cs,24,14.758288,0.37692708
bert,g4cs,25,14.672447,0.39512992
bert,g4cs,26,14.858006,0.4031216
bert,g4cs,27,14.994375,0.3993264
bert,g4cs,28,14.572585,0.42144117
bert,g4cs,29,14.801153,0.39644352
bert,g4cs,30,14.681654,0.4057764
bert,g4cs,31,14.603325,0.4231349
bert,g4cs,32,14.730184,0.39376315
bert,g4cs,33,14.684033,0.3853793
bert,g4cs,34,14.491696,0.40271384
bert,g4cs,35,14.890719,0.40088016
bert,g4cs,36,14.735572,0.408709
bert,g4cs,37,14.4840765,0.39340797
bert,g4cs,38,14.504336,0.42331383
bert,g4cs,39,15.003034,0.3950521
bert,g4cs,40,15.291746,0.38373184
bert,g4cs,41,14.663768,0.40286738
bert,g4cs,42,15.02398,0.3927051
bert,g4cs,43,14.973077,0.40484032
bert,g4cs,44,14.624629,0.37404484
bert,g4cs,45,14.661396,0.37969157
bert,g4cs,46,14.648734,0.41480744
bert,g4cs,47,15.034703,0.3918483
bert,g4cs,48,14.964648,0.40850055
bert,g4cs,49,14.837769,0.39071348
bert,g4cs,50,14.844646,0.3992223
bert,g4cs,51,14.770334,0.38530058
bert,g4cs,52,14.676142,0.39587373
bert,g4cs,53,14.822974,0.3790583
bert,g4cs,54,14.472209,0.43113077
bert,g4cs,55,14.844243,0.40167373
bert,g4cs,56,14.581407,0.3865066
bert,g4cs,57,14.780206,0.39359662
bert,g4cs,58,14.665071,0.4016989
bert,g4cs,59,14.424072,0.43155497
bert,g4cs,60,14.736058,0.37128776
bert,g4cs,61,14.7747345,0.38209864
bert,g4cs,62,15.134681,0.37125802
bert,g4cs,63,14.903771,0.39085624
bert,g4cs,64,14.768271,0.38395923
bert,g4cs,65,14.608536,0.42060316
bert,g4cs,66,14.8999605,0.38769376
bert,g4cs,67,14.783787,0.41277662
bert,g4cs,68,14.761983,0.37570426
bert,g4cs,69,15.202116,0.39088845
bert,g4cs,70,14.820359,0.40607685
bert,g4cs,71,14.400027,0.41430855
bert,g4cs,72,14.7945795,0.3685016
bert,g4cs,73,14.432104,0.40554586
bert,g4cs,74,14.8888445,0.38320407
bert,g4cs,75,14.830609,0.40454048
bert,g4cs,76,14.947228,0.37264875
bert,g4cs,77,14.817573,0.42240396
bert,g4cs,78,14.641608,0.3899674
bert,g4cs,79,14.767952,0.39418465
bert,g4cs,80,14.556332,0.41507137
bert,g4cs,81,14.782081,0.39568523
bert,g4cs,82,14.725672,0.3910982
bert,g4cs,83,14.524535,0.41648212
bert,g4cs,84,14.739761,0.3890137
bert,g4cs,85,14.675737,0.38128474
bert,g4cs,86,14.617594,0.38982442
bert,g4cs,87,14.606979,0.40944317
bert,g4cs,88,14.823084,0.38892704
bert,g4cs,89,15.050079,0.39954978
bert,g4cs,90,14.579017,0.3917878
bert,g4cs,91,14.576031,0.3989462
bert,g4cs,92,14.669931,0.4251751
bert,g4cs,93,14.879794,0.39226878
bert,g4cs,94,14.8575115,0.38028032
bert,g4cs,95,14.746751,0.39249718
bert,g4cs,96,14.662075,0.39947113
bert,g4cs,97,14.630943,0.41349077
bert,g4cs,98,14.526582,0.39337444
bert,g4cs,99,14.565988,0.41262752
bert,g4cs,100,14.766253,0.3853732
bert,g4cs,101,14.766961,0.3892942
bert,g4cs,102,14.710106,0.4066571
bert,g4cs,103,14.506396,0.40147677
bert,g4cs,104,14.750185,0.3924851
bert,g4cs,105,14.477539,0.41649094
bert,g4cs,106,14.93562,0.38780627
bert,g4cs,107,14.828127,0.37362224
bert,g4cs,108,14.948023,0.40019485
bert,g4cs,109,14.68315,0.3772439
bert,g4cs,110,14.723967,0.4048105
bert,g4cs,111,14.962306,0.4103882
bert,g4cs,112,14.703922,0.4026564
bert,g4cs,113,14.561169,0.417151
bert,g4cs,114,14.907482,0.4148837
bert,g4cs,115,14.898177,0.38794515
bert,g4cs,116,14.908761,0.39269063
bert,g4cs,117,14.578857,0.42869836
bert,g4cs,118,14.551104,0.39537776
bert,g4cs,119,14.840623,0.38359886
bert,g4cs,120,14.566039,0.42641923
bert,g4cs,121,14.566794,0.4019194
bert,g4cs,122,14.644268,0.3873431
bert,g4cs,123,14.523808,0.39127827
bert,g4cs,124,14.740408,0.40570864
bert,g4cs,125,14.439419,0.42312357
bert,g4cs,126,14.99619,0.36342093
bert,g4cs,127,14.898109,0.3859101
bert,g4cs,128,14.644836,0.42973974
bert,g4cs,129,14.918347,0.3845221
bert,g4cs,130,14.589383,0.4016969
bert,g4cs,131,14.671961,0.41133103
bert,g4cs,132,14.709972,0.39998937
bert,g4cs,133,14.696973,0.4145025
bert,g4cs,134,14.731625,0.37786192
bert,g4cs,135,14.805934,0.38364258
bert,g4cs,136,14.61064,0.4120309
bert,g4cs,137,14.573373,0.42173612
bert,g4cs,138,14.715403,0.40513924
bert,g4cs,139,14.880815,0.3994845
bert,g4cs,140,14.568917,0.38812602
bert,g4cs,141,14.814743,0.4213416
bert,g4cs,142,14.593715,0.3966104
bert,g4cs,143,14.750057,0.39211708
bert,g4cs,144,14.923858,0.3818194
bert,g4cs,145,14.4435425,0.41518518
bert,g4cs,146,14.685539,0.4061333
bert,g4cs,147,14.550623,0.4007162
bert,g4cs,148,14.67058,0.40713736
bert,g4cs,149,14.769215,0.38358626
biobert,g1s,0,13.388567,0.70057225
biobert,g1s,1,13.592078,0.6287626
biobert,g1s,2,13.951478,0.6235977
biobert,g1s,3,13.610645,0.70414096
biobert,g1s,4,13.388567,0.70057225
biobert,g1s,5,13.449646,0.67489356
biobert,g1s,6,13.825336,0.64424175
biobert,g1s,7,13.6830435,0.6070022
biobert,g1s,8,13.6393175,0.60309094
biobert,g1s,9,13.592078,0.6287626
biobert,g1s,10,13.6393175,0.60309094
biobert,g1s,11,13.6830435,0.6070022
biobert,g1s,12,13.951478,0.6235977
biobert,g1s,13,13.592078,0.6287626
biobert,g1s,14,13.825336,0.64424175
biobert,g1s,15,13.949419,0.64577794
biobert,g1s,16,13.610645,0.70414096
biobert,g1s,17,13.6393175,0.60309094
biobert,g1s,18,13.776948,0.6310157
biobert,g1s,19,14.307099,0.6124747
biobert,g1s,20,13.931667,0.5857322
biobert,g1s,21,13.846152,0.6739923
biobert,g1s,22,14.186579,0.6740801
biobert,g1s,23,14.315785,0.5563047
biobert,g1s,24,13.825669,0.66718125
biobert,g1s,25,13.609689,0.6801636
biobert,g1s,26,13.9979725,0.67582446
biobert,g1s,27,13.891875,0.5830075
biobert,g1s,28,13.82772,0.65177155
biobert,g1s,29,13.965497,0.58574307
biobert,g1s,30,14.354516,0.59231967
biobert,g1s,31,14.403813,0.53244925
biobert,g1s,32,13.756212,0.6183527
biobert,g1s,33,13.82772,0.65177155
biobert,g1s,34,13.965497,0.58574307
biobert,g1s,35,13.850171,0.6430219
biobert,g1s,36,13.739485,0.6607752
biobert,g1s,37,13.8975115,0.60306025
biobert,g1s,38,13.90076,0.5956931
biobert,g1s,39,13.776948,0.6310157
biobert,g1s,40,13.846152,0.6739923
biobert,g1s,41,13.697408,0.65667194
biobert,g1s,42,13.739485,0.6607752
biobert,g1s,43,14.315785,0.5563047
biobert,g1s,44,14.403813,0.53244925
biobert,g1s,45,13.825669,0.66718125
biobert,g1s,46,14.307099,0.6124747
biobert,g1s,47,13.697408,0.65667194
biobert,g1s,48,14.354516,0.59231967
biobert,g1s,49,14.354516,0.59231967
biobert,g1s,50,13.83378,0.66286474
biobert,g1s,51,14.186579,0.6740801
biobert,g1s,52,13.621404,0.68249786
biobert,g1s,53,13.739485,0.6607752
biobert,g1s,54,13.7289,0.667532
biobert,g1s,55,13.607382,0.630088
biobert,g1s,56,13.607382,0.630088
biobert,g1s,57,13.700892,0.64369327
biobert,g1s,58,13.8975115,0.60306025
biobert,g1s,59,13.9979725,0.67582446
biobert,g1s,60,13.700892,0.64369327
biobert,g1s,61,13.931667,0.5857322
biobert,g1s,62,13.609689,0.6801636
biobert,g1s,63,13.876255,0.6134116
biobert,g1s,64,13.621404,0.68249786
biobert,g1s,65,13.756212,0.6183527
biobert,g1s,66,13.90076,0.5956931
biobert,g1s,67,13.83378,0.66286474
biobert,g1s,68,13.768073,0.57199794
biobert,g1s,69,14.637599,0.5394786
biobert,g1s,70,13.850171,0.6430219
biobert,g1s,71,13.700892,0.64369327
biobert,g1s,72,13.846016,0.6191269
biobert,g1s,73,13.922706,0.6114568
biobert,g1s,74,13.797495,0.6410078
biobert,g1s,75,13.51642,0.6404086
biobert,g1s,76,14.057788,0.6504931
biobert,g1s,77,13.685619,0.6373479
biobert,g1s,78,13.51642,0.6404086
biobert,g1s,79,13.467674,0.6588496
biobert,g1s,80,14.374111,0.65437484
biobert,g1s,81,13.4857435,0.66103524
biobert,g1s,82,14.150894,0.6938116
biobert,g1s,83,13.381389,0.6760092
biobert,g1s,84,14.374111,0.65437484
biobert,g1s,85,14.213839,0.5853517
biobert,g1s,86,13.127116,0.716888
biobert,g1s,87,14.241146,0.6493806
biobert,g1s,88,13.685619,0.6373479
biobert,g1s,89,13.683162,0.63934886
biobert,g1s,90,13.580005,0.7364058
biobert,g1s,91,13.894671,0.61261123
biobert,g1s,92,13.4857435,0.66103524
biobert,g1s,93,14.213839,0.5853517
biobert,g1s,94,13.580005,0.7364058
biobert,g1s,95,13.6355,0.6518101
biobert,g1s,96,13.6355,0.6518101
biobert,g1s,97,13.743753,0.7293611
biobert,g1s,98,15.365618,0.52783114
biobert,g1s,99,13.933169,0.60480815
biobert,g1s,100,14.156354,0.6481758
biobert,g1s,101,14.374111,0.65437484
biobert,g1s,102,14.04594,0.5927147
biobert,g1s,103,14.156354,0.6481758
biobert,g1s,104,13.766444,0.631405
biobert,g1s,105,13.736113,0.69148487
biobert,g1s,106,13.933169,0.60480815
biobert,g1s,107,13.948286,0.5689653
biobert,g1s,108,13.127116,0.716888
biobert,g1s,109,13.766444,0.631405
biobert,g1s,110,13.381389,0.6760092
biobert,g1s,111,13.685619,0.6373479
biobert,g1s,112,14.129688,0.62112725
biobert,g1s,113,13.367062,0.6775149
biobert,g1s,114,13.797495,0.6410078
biobert,g1s,115,13.683162,0.63934886
biobert,g1s,116,14.057788,0.6504931
biobert,g1s,117,13.797495,0.6410078
biobert,g1s,118,14.071515,0.582028
biobert,g1s,119,14.057788,0.6504931
biobert,g1s,120,13.846016,0.6191269
biobert,g1s,121,15.365618,0.52783114
biobert,g1s,122,13.381389,0.6760092
biobert,g1s,123,14.077818,0.5965056
biobert,g1s,124,13.948286,0.5689653
biobert,g1s,125,13.814427,0.64152163
biobert,g1s,126,13.922706,0.6114568
biobert,g1s,127,13.736113,0.69148487
biobert,g1s,128,14.104087,0.73332095
biobert,g1s,129,13.769945,0.63958234
biobert,g1s,130,14.150894,0.6938116
biobert,g1s,131,14.104087,0.73332095
biobert,g1s,132,13.814427,0.64152163
biobert,g1s,133,13.736113,0.69148487
biobert,g1s,134,14.129688,0.62112725
biobert,g1s,135,13.833357,0.5904173
biobert,g1s,136,14.04594,0.5927147
biobert,g1s,137,13.127116,0.716888
biobert,g1s,138,13.82803,0.6963314
biobert,g1s,139,13.367062,0.6775149
biobert,g1s,140,13.894671,0.61261123
biobert,g1s,141,14.009567,0.58219546
biobert,g1s,142,13.743753,0.7293611
biobert,g1s,143,13.742822,0.6653192
biobert,g1s,144,13.467674,0.6588496
biobert,g1s,145,13.51642,0.6404086
biobert,g1s,146,13.82803,0.6963314
biobert,g1s,147,13.690434,0.6207049
biobert,g1s,148,13.769945,0.63958234
biobert,g1s,149,13.745842,0.67255574
biobert,g1m,0,14.954372,0.45041612
biobert,g1m,1,14.652417,0.56176937
biobert,g1m,2,14.145156,0.5871268
biobert,g1m,3,14.226117,0.5571924
biobert,g1m,4,14.415544,0.55593693
biobert,g1m,5,14.393795,0.6057094
biobert,g1m,6,13.889331,0.5982815
biobert,g1m,7,13.56193,0.6372482
biobert,g1m,8,14.6974125,0.52277166
biobert,g1m,9,13.924939,0.6127194
biobert,g1m,10,13.924939,0.6127194
biobert,g1m,11,14.266137,0.56966126
biobert,g1m,12,13.988613,0.6146176
biobert,g1m,13,13.867499,0.64580786
biobert,g1m,14,13.946056,0.5841364
biobert,g1m,15,14.232972,0.54178894
biobert,g1m,16,13.938064,0.54940253
biobert,g1m,17,13.938064,0.54940253
biobert,g1m,18,14.200259,0.61108327
biobert,g1m,19,14.408813,0.5626685
biobert,g1m,20,14.335243,0.55104345
biobert,g1m,21,14.393795,0.6057094
biobert,g1m,22,14.246314,0.56442165
biobert,g1m,23,14.4714,0.53438187
biobert,g1m,24,14.200259,0.61108327
biobert,g1m,25,14.520996,0.54872644
biobert,g1m,26,13.908313,0.58835804
biobert,g1m,27,13.982697,0.58655673
biobert,g1m,28,14.007262,0.57170135
biobert,g1m,29,14.145156,0.5871268
biobert,g1m,30,13.833735,0.5936285
biobert,g1m,31,14.98822,0.556379
biobert,g1m,32,14.266137,0.56966126
biobert,g1m,33,14.954372,0.45041612
biobert,g1m,34,14.4714,0.53438187
biobert,g1m,35,14.505486,0.53229326
biobert,g1m,36,14.117406,0.5793456
biobert,g1m,37,14.326706,0.5184406
biobert,g1m,38,14.98822,0.556379
biobert,g1m,39,13.833735,0.5936285
biobert,g1m,40,13.908313,0.58835804
biobert,g1m,41,13.988613,0.6146176
biobert,g1m,42,14.043962,0.613634
biobert,g1m,43,14.505486,0.53229326
biobert,g1m,44,13.833735,0.5936285
biobert,g1m,45,14.043962,0.613634
biobert,g1m,46,14.326706,0.5184406
biobert,g1m,47,14.273824,0.5673679
biobert,g1m,48,14.505486,0.53229326
biobert,g1m,49,14.168762,0.53019166
biobert,g1m,50,14.505486,0.53229326
biobert,g1m,51,13.982697,0.58655673
biobert,g1m,52,14.12179,0.58730376
biobert,g1m,53,14.98822,0.556379
biobert,g1m,54,14.226117,0.5571924
biobert,g1m,55,14.415544,0.55593693
biobert,g1m,56,14.357749,0.5409747
biobert,g1m,57,14.393795,0.6057094
biobert,g1m,58,14.103463,0.56022793
biobert,g1m,59,14.117406,0.5793456
biobert,g1m,60,14.954372,0.45041612
biobert,g1m,61,14.335243,0.55104345
biobert,g1m,62,14.408813,0.5626685
biobert,g1m,63,14.652417,0.56176937
biobert,g1m,64,14.273824,0.5673679
biobert,g1m,65,14.103463,0.56022793
biobert,g1m,66,14.043962,0.613634
biobert,g1m,67,14.12179,0.58730376
biobert,g1m,68,14.6974125,0.52277166
biobert,g1m,69,14.007262,0.57170135
biobert,g1m,70,14.246314,0.56442165
biobert,g1m,71,13.867499,0.64580786
biobert,g1m,72,14.232972,0.54178894
biobert,g1m,73,14.639511,0.5782903
biobert,g1m,74,14.505486,0.53229326
biobert,g1m,75,14.520996,0.54872644
biobert,g1m,76,14.357749,0.5409747
biobert,g1m,77,14.505643,0.5011041
biobert,g1m,78,14.639511,0.5782903
biobert,g1m,79,14.712904,0.5372374
biobert,g1m,80,14.56708,0.5102807
biobert,g1m,81,14.03119,0.5650769
biobert,g1m,82,14.289395,0.59973216
biobert,g1m,83,14.1038475,0.5433588
biobert,g1m,84,14.738516,0.5063284
biobert,g1m,85,14.298038,0.5727157
biobert,g1m,86,14.407046,0.5506032
biobert,g1m,87,14.712904,0.5372374
biobert,g1m,88,14.063045,0.577099
biobert,g1m,89,14.421203,0.55554
biobert,g1m,90,14.420024,0.5255744
biobert,g1m,91,14.041845,0.6924025
biobert,g1m,92,13.916566,0.6278991
biobert,g1m,93,14.176582,0.5456391
biobert,g1m,94,14.56708,0.5102807
biobert,g1m,95,15.029022,0.5334413
biobert,g1m,96,14.405689,0.5220977
biobert,g1m,97,14.348781,0.5423125
biobert,g1m,98,14.490413,0.54498214
biobert,g1m,99,15.481874,0.47256085
biobert,g1m,100,14.787964,0.53836614
biobert,g1m,101,14.535248,0.57605827
biobert,g1m,102,13.839254,0.6146792
biobert,g1m,103,13.816052,0.5996911
biobert,g1m,104,14.081883,0.5855262
biobert,g1m,105,14.712029,0.51588744
biobert,g1m,106,15.481874,0.47256085
biobert,g1m,107,14.500182,0.55345786
biobert,g1m,108,14.814344,0.5629281
biobert,g1m,109,14.126959,0.5430185
biobert,g1m,110,14.176582,0.5456391
biobert,g1m,111,14.068005,0.59989256
biobert,g1m,112,14.2864895,0.5846818
biobert,g1m,113,14.547692,0.54377216
biobert,g1m,114,14.407046,0.5506032
biobert,g1m,115,14.03119,0.5650769
biobert,g1m,116,14.588983,0.59392047
biobert,g1m,117,14.096999,0.54048645
biobert,g1m,118,14.24695,0.6474057
biobert,g1m,119,14.088896,0.53902894
biobert,g1m,120,14.520692,0.47787702
biobert,g1m,121,15.323067,0.45790565
biobert,g1m,122,14.490413,0.54498214
biobert,g1m,123,14.968916,0.5136003
biobert,g1m,124,14.547692,0.54377216
biobert,g1m,125,14.420024,0.5255744
biobert,g1m,126,13.731606,0.65327495
biobert,g1m,127,14.094346,0.55365837
biobert,g1m,128,14.451645,0.59273434
biobert,g1m,129,14.799783,0.77932566
biobert,g1m,130,14.400002,0.562571
biobert,g1m,131,14.06469,0.63331926
biobert,g1m,132,14.24695,0.6474057
biobert,g1m,133,14.451645,0.59273434
biobert,g1m,134,14.520692,0.47787702
biobert,g1m,135,14.5643015,0.60446215
biobert,g1m,136,14.479948,0.5616498
biobert,g1m,137,15.029022,0.5334413
biobert,g1m,138,14.145882,0.53872865
biobert,g1m,139,14.421203,0.55554
biobert,g1m,140,14.473971,0.53513676
biobert,g1m,141,13.972217,0.5628665
biobert,g1m,142,14.658867,0.56246173
biobert,g1m,143,14.096999,0.54048645
biobert,g1m,144,13.916566,0.6278991
biobert,g1m,145,14.618712,0.46207184
biobert,g1m,146,14.5473795,0.5097123
biobert,g1m,147,14.201991,0.5545905
biobert,g1m,148,14.870134,0.5197214
biobert,g1m,149,14.405689,0.5220977
biobert,g1c,0,14.946354,0.5046374
biobert,g1c,1,15.406959,0.47427654
biobert,g1c,2,15.087657,0.4467276
biobert,g1c,3,15.288544,0.4494273
biobert,g1c,4,14.767683,0.49161178
biobert,g1c,5,15.406959,0.47427654
biobert,g1c,6,15.131402,0.49064532
biobert,g1c,7,15.087657,0.4467276
biobert,g1c,8,14.609412,0.5041943
biobert,g1c,9,15.288544,0.4494273
biobert,g1c,10,15.166762,0.46943882
biobert,g1c,11,15.233058,0.4371855
biobert,g1c,12,15.004059,0.45963624
biobert,g1c,13,15.166762,0.46943882
biobert,g1c,14,14.946354,0.5046374
biobert,g1c,15,15.233058,0.4371855
biobert,g1c,16,14.904562,0.47829232
biobert,g1c,17,15.087657,0.4467276
biobert,g1c,18,14.767683,0.49161178
biobert,g1c,19,15.288544,0.4494273
biobert,g1c,20,15.004059,0.45963624
biobert,g1c,21,14.904562,0.47829232
biobert,g1c,22,14.609412,0.5041943
biobert,g1c,23,14.609412,0.5041943
biobert,g1c,24,15.131402,0.49064532
biobert,g1c,25,14.8954115,0.47028103
biobert,g1c,26,15.409621,0.41354367
biobert,g1c,27,14.818752,0.518095
biobert,g1c,28,15.188851,0.5097427
biobert,g1c,29,15.115656,0.47085366
biobert,g1c,30,14.953936,0.46027294
biobert,g1c,31,14.870096,0.4897099
biobert,g1c,32,14.870096,0.4897099
biobert,g1c,33,15.202238,0.43750674
biobert,g1c,34,14.975548,0.5019431
biobert,g1c,35,15.058316,0.4510701
biobert,g1c,36,14.912013,0.47423753
biobert,g1c,37,14.734554,0.49534184
biobert,g1c,38,14.818752,0.518095
biobert,g1c,39,15.202238,0.43750674
biobert,g1c,40,14.853782,0.49769413
biobert,g1c,41,14.90091,0.4961543
biobert,g1c,42,14.834797,0.46339345
biobert,g1c,43,15.562158,0.44175562
biobert,g1c,44,15.116391,0.4691059
biobert,g1c,45,15.07249,0.46221024
biobert,g1c,46,14.930916,0.44257542
biobert,g1c,47,14.645517,0.5746684
biobert,g1c,48,15.028428,0.46160942
biobert,g1c,49,15.227885,0.4733981
biobert,g1c,50,14.975548,0.5019431
biobert,g1c,51,15.151633,0.45417118
biobert,g1c,52,14.953936,0.46027294
biobert,g1c,53,14.734554,0.49534184
biobert,g1c,54,14.812531,0.56972337
biobert,g1c,55,14.834797,0.46339345
biobert,g1c,56,15.115656,0.47085366
biobert,g1c,57,14.930916,0.44257542
biobert,g1c,58,14.9304085,0.4983889
biobert,g1c,59,15.409621,0.41354367
biobert,g1c,60,14.961598,0.467571
biobert,g1c,61,15.693418,0.41419262
biobert,g1c,62,15.693418,0.41419262
biobert,g1c,63,14.841192,0.48180434
biobert,g1c,64,15.228733,0.41715896
biobert,g1c,65,15.719687,0.45705315
biobert,g1c,66,14.853782,0.49769413
biobert,g1c,67,15.562158,0.44175562
biobert,g1c,68,15.058316,0.4510701
biobert,g1c,69,14.92359,0.50278425
biobert,g1c,70,14.912013,0.47423753
biobert,g1c,71,14.841192,0.48180434
biobert,g1c,72,14.865606,0.4520595
biobert,g1c,73,14.508043,0.51483995
biobert,g1c,74,15.116391,0.4691059
biobert,g1c,75,15.227885,0.4733981
biobert,g1c,76,14.508043,0.51483995
biobert,g1c,77,15.562158,0.44175562
biobert,g1c,78,15.216326,0.44152084
biobert,g1c,79,15.719687,0.45705315
biobert,g1c,80,14.9304085,0.4983889
biobert,g1c,81,14.804883,0.4976957
biobert,g1c,82,14.645517,0.5746684
biobert,g1c,83,14.804883,0.4976957
biobert,g1c,84,14.812531,0.56972337
biobert,g1c,85,14.865606,0.4520595
biobert,g1c,86,14.92359,0.50278425
biobert,g1c,87,15.143957,0.47020936
biobert,g1c,88,15.216326,0.44152084
biobert,g1c,89,15.058316,0.4510701
biobert,g1c,90,15.028428,0.46160942
biobert,g1c,91,14.90091,0.4961543
biobert,g1c,92,15.143957,0.47020936
biobert,g1c,93,15.188851,0.5097427
biobert,g1c,94,15.07249,0.46221024
biobert,g1c,95,15.227885,0.4733981
biobert,g1c,96,14.812531,0.56972337
biobert,g1c,97,14.961598,0.467571
biobert,g1c,98,15.27568,0.43913564
biobert,g1c,99,14.780604,0.51674855
biobert,g1c,100,15.013094,0.46559367
biobert,g1c,101,14.93005,0.4756056
biobert,g1c,102,14.877182,0.46451995
biobert,g1c,103,15.85623,0.37632418
biobert,g1c,104,15.157729,0.44806212
biobert,g1c,105,14.824618,0.49582517
biobert,g1c,106,14.632024,0.5382649
biobert,g1c,107,14.800795,0.511354
biobert,g1c,108,14.646184,0.51646733
biobert,g1c,109,14.632024,0.5382649
biobert,g1c,110,15.220824,0.42782697
biobert,g1c,111,14.866335,0.4789375
biobert,g1c,112,14.960824,0.45866108
biobert,g1c,113,14.67089,0.53185755
biobert,g1c,114,14.67089,0.53185755
biobert,g1c,115,15.026166,0.48322657
biobert,g1c,116,15.021952,0.47979197
biobert,g1c,117,15.026166,0.48322657
biobert,g1c,118,15.007592,0.47940913
biobert,g1c,119,14.919903,0.45474815
biobert,g1c,120,15.627444,0.40128088
biobert,g1c,121,15.350997,0.4240341
biobert,g1c,122,14.98832,0.5135027
biobert,g1c,123,14.960824,0.45866108
biobert,g1c,124,15.280124,0.40796193
biobert,g1c,125,15.100318,0.4688272
biobert,g1c,126,15.27568,0.43913564
biobert,g1c,127,14.695538,0.48795918
biobert,g1c,128,14.762807,0.5049535
biobert,g1c,129,14.60603,0.5422858
biobert,g1c,130,15.189882,0.43542793
biobert,g1c,131,15.350997,0.4240341
biobert,g1c,132,14.877182,0.46451995
biobert,g1c,133,15.27568,0.43913564
biobert,g1c,134,14.646184,0.51646733
biobert,g1c,135,14.919903,0.45474815
biobert,g1c,136,14.877182,0.46451995
biobert,g1c,137,15.85623,0.37632418
biobert,g1c,138,14.810988,0.48167202
biobert,g1c,139,14.780604,0.51674855
biobert,g1c,140,14.695538,0.48795918
biobert,g1c,141,15.211808,0.45130947
biobert,g1c,142,14.632024,0.5382649
biobert,g1c,143,14.762807,0.5049535
biobert,g1c,144,15.280124,0.40796193
biobert,g1c,145,14.810988,0.48167202
biobert,g1c,146,15.627444,0.40128088
biobert,g1c,147,15.85623,0.37632418
biobert,g1c,148,14.800795,0.511354
biobert,g1c,149,14.93005,0.4756056
biobert,g2s,0,13.902866,0.618371
