model,dataset,text_id,magnitude,cosine_similarity
gpt2-xl,g1m,76,32.516453,0.35357264
gpt2-xl,g1m,77,34.126953,0.32316273
gpt2-xl,g1m,78,33.631485,0.35653028
gpt2-xl,g1m,79,35.325096,0.28890836
gpt2-xl,g1m,80,36.186962,0.3181073
gpt2-xl,g1m,81,31.925425,0.31035885
gpt2-xl,g1m,82,30.982141,0.34970748
gpt2-xl,g1m,83,30.894321,0.31797293
gpt2-xl,g1m,84,32.620354,0.3143207
gpt2-xl,g1m,85,32.20736,0.31579673
gpt2-xl,g1m,86,36.355328,0.27326566
gpt2-xl,g1m,87,35.325096,0.28890836
gpt2-xl,g1m,88,34.59157,0.32397333
gpt2-xl,g1m,89,33.840515,0.36999163
gpt2-xl,g1m,90,32.67115,0.2956176
gpt2-xl,g1m,91,30.389126,0.40500307
gpt2-xl,g1m,92,30.053568,0.4262187
gpt2-xl,g1m,93,32.96352,0.29235047
gpt2-xl,g1m,94,36.186962,0.3181073
gpt2-xl,g1m,95,30.390038,0.3713237
gpt2-xl,g1m,96,31.832636,0.29623535
gpt2-xl,g1m,97,32.697384,0.27222532
gpt2-xl,g1m,98,30.846066,0.35276413
gpt2-xl,g1m,99,33.595905,0.3479346
gpt2-xl,g1m,100,32.94245,0.33813235
gpt2-xl,g1m,101,31.347677,0.34856203
gpt2-xl,g1m,102,31.726984,0.39727095
gpt2-xl,g1m,103,34.073486,0.27346238
gpt2-xl,g1m,104,33.035484,0.28367978
gpt2-xl,g1m,105,34.080082,0.28038046
gpt2-xl,g1m,106,33.595905,0.3479346
gpt2-xl,g1m,107,35.396255,0.357103
gpt2-xl,g1m,108,32.425034,0.36617646
gpt2-xl,g1m,109,34.41977,0.29951066
gpt2-xl,g1m,110,32.96352,0.29235047
gpt2-xl,g1m,111,32.872444,0.316395
gpt2-xl,g1m,112,31.271292,0.32070997
gpt2-xl,g1m,113,32.88803,0.39332104
gpt2-xl,g1m,114,36.355328,0.27326566
gpt2-xl,g1m,115,31.925425,0.31035885
gpt2-xl,g1m,116,32.9605,0.36888373
gpt2-xl,g1m,117,31.432129,0.29079106
gpt2-xl,g1m,118,29.93373,0.3735181
gpt2-xl,g1m,119,33.074505,0.2861307
gpt2-xl,g1m,120,33.096333,0.28632867
gpt2-xl,g1m,121,31.101648,0.44759873
gpt2-xl,g1m,122,30.846066,0.35276413
gpt2-xl,g1m,123,35.04386,0.40161365
gpt2-xl,g1m,124,32.88803,0.39332104
gpt2-xl,g1m,125,32.67115,0.2956176
gpt2-xl,g1m,126,31.858978,0.33483595
gpt2-xl,g1m,127,33.897984,0.28513128
gpt2-xl,g1m,128,34.37253,0.35946894
gpt2-xl,g1m,129,27.620808,0.65300804
gpt2-xl,g1m,130,32.49158,0.29693055
gpt2-xl,g1m,131,34.72621,0.3707159
gpt2-xl,g1m,132,29.93373,0.3735181
gpt2-xl,g1m,133,34.37253,0.35946894
gpt2-xl,g1m,134,33.096333,0.28632867
gpt2-xl,g1m,135,29.897291,0.38240087
gpt2-xl,g1m,136,32.487785,0.33718836
gpt2-xl,g1m,137,30.390038,0.3713237
gpt2-xl,g1m,138,30.857225,0.32232228
gpt2-xl,g1m,139,33.840515,0.36999163
gpt2-xl,g1m,140,34.64177,0.28592974
gpt2-xl,g1m,141,31.264511,0.3181538
gpt2-xl,g1m,142,31.527964,0.34469056
gpt2-xl,g1m,143,31.432129,0.29079106
gpt2-xl,g1m,144,30.053568,0.4262187
gpt2-xl,g1m,145,34.596436,0.29627824
gpt2-xl,g1m,146,30.447855,0.32965675
gpt2-xl,g1m,147,30.398668,0.3487608
gpt2-xl,g1m,148,32.733936,0.3066249
gpt2-xl,g1m,149,31.832636,0.29623535
gpt2-xl,g1c,0,30.885242,0.3904211
gpt2-xl,g1c,1,32.20969,0.38098967
gpt2-xl,g1c,2,30.115198,0.40202653
gpt2-xl,g1c,3,33.84995,0.36991003
gpt2-xl,g1c,4,31.767118,0.37314224
gpt2-xl,g1c,5,32.20969,0.38098967
gpt2-xl,g1c,6,31.909616,0.3857833
gpt2-xl,g1c,7,30.115198,0.40202653
gpt2-xl,g1c,8,31.657938,0.36782724
gpt2-xl,g1c,9,33.84995,0.36991003
gpt2-xl,g1c,10,32.43161,0.39730874
gpt2-xl,g1c,11,33.88439,0.343458
gpt2-xl,g1c,12,31.157087,0.3460251
gpt2-xl,g1c,13,32.43161,0.39730874
gpt2-xl,g1c,14,30.885242,0.3904211
gpt2-xl,g1c,15,33.88439,0.343458
gpt2-xl,g1c,16,34.050278,0.38959756
gpt2-xl,g1c,17,30.115198,0.40202653
gpt2-xl,g1c,18,31.767118,0.37314224
gpt2-xl,g1c,19,33.84995,0.36991003
gpt2-xl,g1c,20,31.157087,0.3460251
gpt2-xl,g1c,21,34.050278,0.38959756
gpt2-xl,g1c,22,31.657938,0.36782724
gpt2-xl,g1c,23,31.657938,0.36782724
gpt2-xl,g1c,24,31.909616,0.3857833
gpt2-xl,g1c,25,34.707645,0.28307766
gpt2-xl,g1c,26,34.879086,0.3344957
gpt2-xl,g1c,27,32.004436,0.31298903
gpt2-xl,g1c,28,34.02546,0.34467518
gpt2-xl,g1c,29,31.515577,0.35939258
gpt2-xl,g1c,30,33.061817,0.35358363
gpt2-xl,g1c,31,30.82839,0.36180016
gpt2-xl,g1c,32,30.82839,0.36180016
gpt2-xl,g1c,33,33.11147,0.32160723
gpt2-xl,g1c,34,32.745743,0.3851159
gpt2-xl,g1c,35,33.845695,0.31738594
gpt2-xl,g1c,36,31.771452,0.34216487
gpt2-xl,g1c,37,32.099792,0.39460856
gpt2-xl,g1c,38,32.004436,0.31298903
gpt2-xl,g1c,39,33.11147,0.32160723
gpt2-xl,g1c,40,35.767357,0.39223808
gpt2-xl,g1c,41,34.585148,0.3664776
gpt2-xl,g1c,42,32.826427,0.3510454
gpt2-xl,g1c,43,32.497746,0.38640362
gpt2-xl,g1c,44,34.634254,0.3620969
gpt2-xl,g1c,45,32.030945,0.33061224
gpt2-xl,g1c,46,33.97258,0.30936316
gpt2-xl,g1c,47,30.704878,0.49534607
gpt2-xl,g1c,48,34.563747,0.2718702
gpt2-xl,g1c,49,35.963486,0.30864477
gpt2-xl,g1c,50,32.745743,0.3851159
gpt2-xl,g1c,51,34.675983,0.3448146
gpt2-xl,g1c,52,33.061817,0.35358363
gpt2-xl,g1c,53,32.099792,0.39460856
gpt2-xl,g1c,54,30.354408,0.40198028
gpt2-xl,g1c,55,32.826427,0.3510454
gpt2-xl,g1c,56,31.515577,0.35939258
gpt2-xl,g1c,57,33.97258,0.30936316
gpt2-xl,g1c,58,33.1879,0.35774434
gpt2-xl,g1c,59,34.879086,0.3344957
gpt2-xl,g1c,60,33.493748,0.3425316
gpt2-xl,g1c,61,32.779095,0.3382974
gpt2-xl,g1c,62,32.779095,0.3382974
gpt2-xl,g1c,63,34.538452,0.28786066
gpt2-xl,g1c,64,34.8608,0.3037877
gpt2-xl,g1c,65,34.476322,0.37981233
gpt2-xl,g1c,66,35.767357,0.39223808
gpt2-xl,g1c,67,32.497746,0.38640362
gpt2-xl,g1c,68,33.845695,0.31738594
gpt2-xl,g1c,69,30.560295,0.3584698
gpt2-xl,g1c,70,31.771452,0.34216487
gpt2-xl,g1c,71,34.538452,0.28786066
gpt2-xl,g1c,72,30.292473,0.339046
gpt2-xl,g1c,73,32.938095,0.3281232
gpt2-xl,g1c,74,34.634254,0.3620969
gpt2-xl,g1c,75,35.963486,0.30864477
gpt2-xl,g1c,76,32.938095,0.3281232
gpt2-xl,g1c,77,32.497746,0.38640362
gpt2-xl,g1c,78,32.964745,0.38031438
gpt2-xl,g1c,79,34.476322,0.37981233
gpt2-xl,g1c,80,33.1879,0.35774434
gpt2-xl,g1c,81,31.59362,0.38004622
gpt2-xl,g1c,82,30.704878,0.49534607
gpt2-xl,g1c,83,31.59362,0.38004622
gpt2-xl,g1c,84,30.354408,0.40198028
gpt2-xl,g1c,85,30.292473,0.339046
gpt2-xl,g1c,86,30.560295,0.3584698
gpt2-xl,g1c,87,32.952156,0.36802387
gpt2-xl,g1c,88,32.964745,0.38031438
gpt2-xl,g1c,89,33.845695,0.31738594
gpt2-xl,g1c,90,34.563747,0.2718702
gpt2-xl,g1c,91,34.585148,0.3664776
gpt2-xl,g1c,92,32.952156,0.36802387
gpt2-xl,g1c,93,34.02546,0.34467518
gpt2-xl,g1c,94,32.030945,0.33061224
gpt2-xl,g1c,95,35.963486,0.30864477
gpt2-xl,g1c,96,30.354408,0.40198028
gpt2-xl,g1c,97,33.493748,0.3425316
gpt2-xl,g1c,98,33.77254,0.3427049
gpt2-xl,g1c,99,32.172726,0.34965584
gpt2-xl,g1c,100,34.90792,0.3411001
gpt2-xl,g1c,101,34.920135,0.38124362
gpt2-xl,g1c,102,32.861595,0.34604594
gpt2-xl,g1c,103,34.478172,0.41045895
gpt2-xl,g1c,104,35.461487,0.29027775
gpt2-xl,g1c,105,31.562725,0.38017756
gpt2-xl,g1c,106,30.314909,0.36728483
gpt2-xl,g1c,107,31.594685,0.39340204
gpt2-xl,g1c,108,34.542095,0.33315644
gpt2-xl,g1c,109,30.314909,0.36728483
gpt2-xl,g1c,110,34.96993,0.29875523
gpt2-xl,g1c,111,34.029827,0.3534187
gpt2-xl,g1c,112,34.712654,0.31383926
gpt2-xl,g1c,113,34.07036,0.3570442
gpt2-xl,g1c,114,34.07036,0.3570442
gpt2-xl,g1c,115,32.695312,0.34392065
gpt2-xl,g1c,116,31.312931,0.32119718
gpt2-xl,g1c,117,32.695312,0.34392065
gpt2-xl,g1c,118,33.453903,0.3637331
gpt2-xl,g1c,119,34.14442,0.30732194
gpt2-xl,g1c,120,33.71949,0.31817165
gpt2-xl,g1c,121,36.82216,0.34906194
gpt2-xl,g1c,122,30.324465,0.40703106
gpt2-xl,g1c,123,34.712654,0.31383926
gpt2-xl,g1c,124,34.060295,0.31269914
gpt2-xl,g1c,125,33.54024,0.33698854
gpt2-xl,g1c,126,33.77254,0.3427049
gpt2-xl,g1c,127,32.584087,0.34019846
gpt2-xl,g1c,128,30.46026,0.41109243
gpt2-xl,g1c,129,29.949945,0.42233366
gpt2-xl,g1c,130,35.571228,0.35154802
gpt2-xl,g1c,131,36.82216,0.34906194
gpt2-xl,g1c,132,32.861595,0.34604594
gpt2-xl,g1c,133,33.77254,0.3427049
gpt2-xl,g1c,134,34.542095,0.33315644
gpt2-xl,g1c,135,34.14442,0.30732194
gpt2-xl,g1c,136,32.861595,0.34604594
gpt2-xl,g1c,137,34.478172,0.41045895
gpt2-xl,g1c,138,32.885124,0.34245926
gpt2-xl,g1c,139,32.172726,0.34965584
gpt2-xl,g1c,140,32.584087,0.34019846
gpt2-xl,g1c,141,32.041916,0.3248231
gpt2-xl,g1c,142,30.314909,0.36728483
gpt2-xl,g1c,143,30.46026,0.41109243
gpt2-xl,g1c,144,34.060295,0.31269914
gpt2-xl,g1c,145,32.885124,0.34245926
gpt2-xl,g1c,146,33.71949,0.31817165
gpt2-xl,g1c,147,34.478172,0.41045895
gpt2-xl,g1c,148,31.594685,0.39340204
gpt2-xl,g1c,149,34.920135,0.38124362
gpt2-xl,g2s,0,31.061628,0.2818278
gpt2-xl,g2s,1,26.144037,0.37407255
gpt2-xl,g2s,2,29.860672,0.31676683
gpt2-xl,g2s,3,25.145374,0.33725485
gpt2-xl,g2s,4,31.404278,0.28163952
gpt2-xl,g2s,5,26.301064,0.30439007
gpt2-xl,g2s,6,27.702782,0.37335035
gpt2-xl,g2s,7,31.733467,0.30626392
gpt2-xl,g2s,8,27.350552,0.35683
gpt2-xl,g2s,9,26.931488,0.34361875
gpt2-xl,g2s,10,32.336983,0.31672737
gpt2-xl,g2s,11,29.169971,0.3206759
gpt2-xl,g2s,12,31.809963,0.28461966
gpt2-xl,g2s,13,30.64306,0.33043683
gpt2-xl,g2s,14,28.317451,0.36196095
gpt2-xl,g2s,15,26.301064,0.30439007
gpt2-xl,g2s,16,31.979376,0.28497106
gpt2-xl,g2s,17,31.690384,0.29548633
gpt2-xl,g2s,18,29.372225,0.39362538
gpt2-xl,g2s,19,27.078081,0.36929113
gpt2-xl,g2s,20,31.18811,0.34663066
gpt2-xl,g2s,21,28.226309,0.2563825
gpt2-xl,g2s,22,27.653425,0.3652274
gpt2-xl,g2s,23,28.455008,0.35930675
gpt2-xl,g2s,24,30.96903,0.33412072
gpt2-xl,g2s,25,28.605225,0.35683492
gpt2-xl,g2s,26,29.329163,0.390276
gpt2-xl,g2s,27,26.8012,0.2842643
gpt2-xl,g2s,28,28.506008,0.31878194
gpt2-xl,g2s,29,27.857954,0.34690633
gpt2-xl,g2s,30,26.343203,0.39602077
gpt2-xl,g2s,31,29.151329,0.329957
gpt2-xl,g2s,32,28.758854,0.35049862
gpt2-xl,g2s,33,31.733467,0.30626392
gpt2-xl,g2s,34,28.239962,0.317985
gpt2-xl,g2s,35,27.819952,0.27488604
gpt2-xl,g2s,36,26.226446,0.30048865
gpt2-xl,g2s,37,26.3883,0.28792042
gpt2-xl,g2s,38,28.694433,0.31729344
gpt2-xl,g2s,39,30.25933,0.33471578
gpt2-xl,g2s,40,29.857748,0.33278674
gpt2-xl,g2s,41,29.188942,0.33428314
gpt2-xl,g2s,42,26.737701,0.30883685
gpt2-xl,g2s,43,29.56099,0.3560331
gpt2-xl,g2s,44,27.334778,0.3725579
gpt2-xl,g2s,45,26.737701,0.30883685
gpt2-xl,g2s,46,27.58149,0.27529633
gpt2-xl,g2s,47,33.002457,0.2382081
gpt2-xl,g2s,48,28.404486,0.34210014
gpt2-xl,g2s,49,31.809963,0.28461966
gpt2-xl,g2s,50,26.737701,0.30883685
gpt2-xl,g2s,51,31.253645,0.28465584
gpt2-xl,g2s,52,29.39241,0.28294897
gpt2-xl,g2s,53,29.86631,0.26265705
gpt2-xl,g2s,54,28.304777,0.35015875
gpt2-xl,g2s,55,29.983337,0.31789443
gpt2-xl,g2s,56,31.126139,0.3048165
gpt2-xl,g2s,57,28.886395,0.34378257
gpt2-xl,g2s,58,25.795124,0.32090196
gpt2-xl,g2s,59,31.635387,0.30506277
gpt2-xl,g2s,60,31.607134,0.28928047
gpt2-xl,g2s,61,32.599358,0.27631712
gpt2-xl,g2s,62,31.980167,0.28429902
gpt2-xl,g2s,63,30.46917,0.26435745
gpt2-xl,g2s,64,27.458399,0.34615025
gpt2-xl,g2s,65,30.690735,0.28429702
gpt2-xl,g2s,66,28.585745,0.34634614
gpt2-xl,g2s,67,31.883308,0.3403337
gpt2-xl,g2s,68,31.153894,0.29688343
gpt2-xl,g2s,69,31.126139,0.3048165
gpt2-xl,g2s,70,26.226446,0.30048865
gpt2-xl,g2s,71,27.854677,0.34877425
gpt2-xl,g2s,72,31.21531,0.28685626
gpt2-xl,g2s,73,33.192783,0.26361772
gpt2-xl,g2s,74,33.002457,0.2382081
gpt2-xl,g2s,75,26.805609,0.3926923
gpt2-xl,g2s,76,27.55239,0.3365005
gpt2-xl,g2s,77,26.550934,0.39409912
gpt2-xl,g2s,78,30.72904,0.23381247
gpt2-xl,g2s,79,28.585745,0.34634614
gpt2-xl,g2s,80,27.056528,0.3378712
gpt2-xl,g2s,81,32.051216,0.2994048
gpt2-xl,g2s,82,30.930492,0.33757514
gpt2-xl,g2s,83,28.81799,0.25648895
gpt2-xl,g2s,84,32.599358,0.27631712
gpt2-xl,g2s,85,31.346144,0.29864267
gpt2-xl,g2s,86,32.35526,0.25260845
gpt2-xl,g2s,87,27.220314,0.32271966
gpt2-xl,g2s,88,30.886364,0.30959767
gpt2-xl,g2s,89,29.144745,0.30165067
gpt2-xl,g2s,90,28.201895,0.33712822
gpt2-xl,g2s,91,29.64603,0.31895444
gpt2-xl,g2s,92,30.72904,0.23381247
gpt2-xl,g2s,93,31.21531,0.28685626
gpt2-xl,g2s,94,32.08417,0.28221983
gpt2-xl,g2s,95,29.576124,0.26030517
gpt2-xl,g2s,96,27.33135,0.3760439
gpt2-xl,g2s,97,29.890696,0.35061702
gpt2-xl,g2s,98,26.94809,0.2974084
gpt2-xl,g2s,99,28.875214,0.33442217
gpt2-xl,g2s,100,30.737173,0.276036
gpt2-xl,g2s,101,31.607134,0.28928047
gpt2-xl,g2s,102,28.943853,0.352356
gpt2-xl,g2s,103,29.62804,0.3323536
gpt2-xl,g2s,104,28.81799,0.25648895
gpt2-xl,g2s,105,33.192783,0.26361772
gpt2-xl,g2s,106,31.636414,0.3123886
gpt2-xl,g2s,107,28.740707,0.34023002
gpt2-xl,g2s,108,25.948227,0.31046107
gpt2-xl,g2s,109,32.336983,0.31672737
gpt2-xl,g2s,110,27.834578,0.28398708
gpt2-xl,g2s,111,27.068518,0.27242497
gpt2-xl,g2s,112,27.59045,0.36072832
gpt2-xl,g2s,113,31.607134,0.28928047
gpt2-xl,g2s,114,30.200891,0.35905474
gpt2-xl,g2s,115,29.081097,0.3416729
gpt2-xl,g2s,116,27.25364,0.29234707
gpt2-xl,g2s,117,27.782755,0.33881316
gpt2-xl,g2s,118,30.106663,0.35671377
gpt2-xl,g2s,119,29.415583,0.35034838
gpt2-xl,g2s,120,29.627811,0.30237705
gpt2-xl,g2s,121,29.642231,0.33674893
gpt2-xl,g2s,122,26.485737,0.3425237
gpt2-xl,g2s,123,28.943853,0.352356
gpt2-xl,g2s,124,27.719042,0.39667207
gpt2-xl,g2s,125,30.329035,0.3227897
gpt2-xl,g2s,126,29.725882,0.29797778
gpt2-xl,g2s,127,28.875214,0.33442217
gpt2-xl,g2s,128,33.342186,0.2282331
gpt2-xl,g2s,129,27.383478,0.27457055
gpt2-xl,g2s,130,25.145374,0.33725485
gpt2-xl,g2s,131,29.10956,0.3558474
gpt2-xl,g2s,132,29.81714,0.3239865
gpt2-xl,g2s,133,30.010248,0.29905796
gpt2-xl,g2s,134,32.599358,0.27631712
gpt2-xl,g2s,135,28.585745,0.34634614
gpt2-xl,g2s,136,27.58149,0.27529633
gpt2-xl,g2s,137,28.416958,0.33470243
gpt2-xl,g2s,138,27.350552,0.35683
gpt2-xl,g2s,139,28.784739,0.35043105
gpt2-xl,g2s,140,27.473572,0.40598908
gpt2-xl,g2s,141,29.04799,0.32281262
gpt2-xl,g2s,142,30.052364,0.33385885
gpt2-xl,g2s,143,28.943853,0.352356
gpt2-xl,g2s,144,27.220314,0.32271966
gpt2-xl,g2s,145,29.214758,0.3559041
gpt2-xl,g2s,146,28.81799,0.25648895
gpt2-xl,g2s,147,29.026112,0.35985884
gpt2-xl,g2s,148,31.836792,0.29393974
gpt2-xl,g2s,149,29.49837,0.3483753
gpt2-xl,g2m,0,32.474464,0.32187703
gpt2-xl,g2m,1,32.262283,0.3420956
gpt2-xl,g2m,2,32.788395,0.30759138
gpt2-xl,g2m,3,30.86762,0.35259473
gpt2-xl,g2m,4,33.937634,0.31192583
gpt2-xl,g2m,5,32.522957,0.31652328
gpt2-xl,g2m,6,31.971718,0.31027052
gpt2-xl,g2m,7,33.63335,0.3068439
gpt2-xl,g2m,8,32.536594,0.31617445
gpt2-xl,g2m,9,31.34512,0.34007415
gpt2-xl,g2m,10,32.063217,0.36132053
gpt2-xl,g2m,11,31.779535,0.3347564
gpt2-xl,g2m,12,32.86121,0.31905714
gpt2-xl,g2m,13,32.803024,0.32869658
gpt2-xl,g2m,14,31.330725,0.3077096
gpt2-xl,g2m,15,32.09637,0.34614897
gpt2-xl,g2m,16,32.986893,0.3084123
gpt2-xl,g2m,17,33.159943,0.32737157
gpt2-xl,g2m,18,31.32788,0.33245343
gpt2-xl,g2m,19,32.512848,0.32032266
gpt2-xl,g2m,20,33.60019,0.2917577
gpt2-xl,g2m,21,34.357273,0.31125218
gpt2-xl,g2m,22,32.510677,0.3443039
gpt2-xl,g2m,23,30.825262,0.34801105
gpt2-xl,g2m,24,34.738197,0.29046056
gpt2-xl,g2m,25,33.596764,0.3257708
gpt2-xl,g2m,26,32.071644,0.33568305
gpt2-xl,g2m,27,33.050495,0.30001354
gpt2-xl,g2m,28,33.382484,0.3439787
gpt2-xl,g2m,29,31.406391,0.33676654
gpt2-xl,g2m,30,32.2335,0.3206867
gpt2-xl,g2m,31,31.41661,0.3722318
gpt2-xl,g2m,32,33.03875,0.36646903
gpt2-xl,g2m,33,31.158611,0.36861935
gpt2-xl,g2m,34,32.43372,0.30378273
gpt2-xl,g2m,35,33.156498,0.30351576
gpt2-xl,g2m,36,30.72956,0.352297
gpt2-xl,g2m,37,32.316425,0.34397686
gpt2-xl,g2m,38,33.079037,0.32377243
gpt2-xl,g2m,39,33.429035,0.33593106
gpt2-xl,g2m,40,33.304546,0.32306957
gpt2-xl,g2m,41,33.189636,0.36329767
gpt2-xl,g2m,42,33.0023,0.33009532
gpt2-xl,g2m,43,33.29688,0.32906535
gpt2-xl,g2m,44,34.0912,0.29700673
gpt2-xl,g2m,45,32.041756,0.322918
gpt2-xl,g2m,46,31.304253,0.30321398
gpt2-xl,g2m,47,33.300842,0.3053568
gpt2-xl,g2m,48,31.717443,0.3571165
gpt2-xl,g2m,49,31.717674,0.343337
gpt2-xl,g2m,50,32.767475,0.32356244
gpt2-xl,g2m,51,32.734703,0.3386789
gpt2-xl,g2m,52,32.806885,0.3448184
gpt2-xl,g2m,53,31.961454,0.3431869
gpt2-xl,g2m,54,32.055935,0.34893247
gpt2-xl,g2m,55,33.77064,0.31566015
gpt2-xl,g2m,56,30.982252,0.32795402
gpt2-xl,g2m,57,31.80475,0.3051914
gpt2-xl,g2m,58,31.968914,0.33640802
gpt2-xl,g2m,59,32.697033,0.2999793
gpt2-xl,g2m,60,32.462357,0.3381793
gpt2-xl,g2m,61,33.79927,0.32725933
gpt2-xl,g2m,62,33.177635,0.33529627
gpt2-xl,g2m,63,33.39409,0.2932873
gpt2-xl,g2m,64,35.15939,0.32668376
gpt2-xl,g2m,65,33.919437,0.27787775
gpt2-xl,g2m,66,33.323284,0.30700412
gpt2-xl,g2m,67,30.71012,0.3389079
gpt2-xl,g2m,68,34.139286,0.32509807
gpt2-xl,g2m,69,34.108994,0.30903625
gpt2-xl,g2m,70,31.327448,0.35888118
gpt2-xl,g2m,71,32.744564,0.28764805
gpt2-xl,g2m,72,32.808243,0.31225526
gpt2-xl,g2m,73,33.434525,0.32516852
gpt2-xl,g2m,74,34.17722,0.3034632
gpt2-xl,g2m,75,32.11771,0.35311663
gpt2-xl,g2m,76,32.838387,0.33886248
gpt2-xl,g2m,77,32.39497,0.32312846
gpt2-xl,g2m,78,33.817944,0.29091728
gpt2-xl,g2m,79,32.94941,0.33024862
gpt2-xl,g2m,80,33.578537,0.3130844
gpt2-xl,g2m,81,32.578117,0.35117114
gpt2-xl,g2m,82,30.883917,0.35669255
gpt2-xl,g2m,83,33.129803,0.3211593
gpt2-xl,g2m,84,32.70764,0.31730297
gpt2-xl,g2m,85,33.176105,0.31126624
gpt2-xl,g2m,86,32.205738,0.32619894
gpt2-xl,g2m,87,32.736195,0.32485706
gpt2-xl,g2m,88,33.147152,0.32289648
gpt2-xl,g2m,89,32.61849,0.34354264
gpt2-xl,g2m,90,33.81408,0.31542772
gpt2-xl,g2m,91,31.892357,0.32004768
gpt2-xl,g2m,92,32.724533,0.32936633
gpt2-xl,g2m,93,31.657011,0.3770544
gpt2-xl,g2m,94,32.417515,0.32387602
gpt2-xl,g2m,95,32.56598,0.30847877
gpt2-xl,g2m,96,31.878036,0.3653662
gpt2-xl,g2m,97,32.32741,0.33524945
gpt2-xl,g2m,98,32.633183,0.31390062
gpt2-xl,g2m,99,31.673334,0.33620593
gpt2-xl,g2m,100,32.976315,0.31056
gpt2-xl,g2m,101,35.351875,0.3525614
gpt2-xl,g2m,102,35.703518,0.28011414
gpt2-xl,g2m,103,31.457336,0.34543118
gpt2-xl,g2m,104,33.07657,0.3272698
gpt2-xl,g2m,105,31.827192,0.330695
gpt2-xl,g2m,106,32.86369,0.37493098
gpt2-xl,g2m,107,33.321224,0.3022062
gpt2-xl,g2m,108,34.13182,0.31143746
gpt2-xl,g2m,109,32.891228,0.3215282
gpt2-xl,g2m,110,31.05189,0.33934313
gpt2-xl,g2m,111,32.518734,0.33664054
gpt2-xl,g2m,112,32.53137,0.33752048
gpt2-xl,g2m,113,33.029205,0.34706354
gpt2-xl,g2m,114,31.125456,0.3263464
gpt2-xl,g2m,115,33.131073,0.3337279
gpt2-xl,g2m,116,33.8778,0.3284041
gpt2-xl,g2m,117,30.915365,0.35643902
gpt2-xl,g2m,118,31.478062,0.3545447
gpt2-xl,g2m,119,31.342175,0.3258522
gpt2-xl,g2m,120,33.365913,0.3273266
gpt2-xl,g2m,121,31.312906,0.35850325
gpt2-xl,g2m,122,32.15815,0.34261775
gpt2-xl,g2m,123,30.765919,0.3596081
gpt2-xl,g2m,124,31.413397,0.36695203
gpt2-xl,g2m,125,33.10748,0.29144612
gpt2-xl,g2m,126,31.710318,0.34442475
gpt2-xl,g2m,127,32.35958,0.36545342
gpt2-xl,g2m,128,32.92854,0.30968413
gpt2-xl,g2m,129,32.444016,0.38021484
gpt2-xl,g2m,130,33.46252,0.32153365
gpt2-xl,g2m,131,32.60689,0.3372656
gpt2-xl,g2m,132,33.064255,0.3433561
gpt2-xl,g2m,133,34.299984,0.3056797
gpt2-xl,g2m,134,32.286953,0.31662077
gpt2-xl,g2m,135,32.06132,0.35349634
gpt2-xl,g2m,136,31.625208,0.33952546
gpt2-xl,g2m,137,33.09996,0.3560695
gpt2-xl,g2m,138,32.527493,0.37255895
gpt2-xl,g2m,139,32.344254,0.3456368
gpt2-xl,g2m,140,32.514088,0.3054871
gpt2-xl,g2m,141,32.673107,0.34556428
gpt2-xl,g2m,142,31.649944,0.35999948
gpt2-xl,g2m,143,32.145714,0.3650106
gpt2-xl,g2m,144,32.17808,0.33060566
gpt2-xl,g2m,145,33.1769,0.34755525
gpt2-xl,g2m,146,33.66455,0.32335478
gpt2-xl,g2m,147,34.22462,0.311417
gpt2-xl,g2m,148,32.434093,0.31477883
gpt2-xl,g2m,149,32.919243,0.3099123
gpt2-xl,g2c,0,35.40662,0.33281845
gpt2-xl,g2c,1,34.69021,0.34557813
gpt2-xl,g2c,2,36.05347,0.32661515
gpt2-xl,g2c,3,34.66406,0.35113037
gpt2-xl,g2c,4,36.771946,0.31183708
gpt2-xl,g2c,5,35.387894,0.34614345
gpt2-xl,g2c,6,34.6698,0.32852444
gpt2-xl,g2c,7,33.08012,0.3183303
gpt2-xl,g2c,8,34.95672,0.32368347
gpt2-xl,g2c,9,35.549423,0.33041593
gpt2-xl,g2c,10,36.5292,0.32341734
gpt2-xl,g2c,11,34.497936,0.31627372
gpt2-xl,g2c,12,34.932865,0.327662
gpt2-xl,g2c,13,35.37217,0.32446843
gpt2-xl,g2c,14,35.047462,0.32643658
gpt2-xl,g2c,15,35.2123,0.32536387
gpt2-xl,g2c,16,34.80707,0.31619412
gpt2-xl,g2c,17,34.79213,0.33869734
gpt2-xl,g2c,18,35.40367,0.33297145
gpt2-xl,g2c,19,35.872604,0.32692605
gpt2-xl,g2c,20,35.73585,0.33951172
gpt2-xl,g2c,21,35.182114,0.32813317
gpt2-xl,g2c,22,35.808895,0.35030875
gpt2-xl,g2c,23,35.94474,0.3417417
gpt2-xl,g2c,24,35.6449,0.33948442
gpt2-xl,g2c,25,35.594418,0.32526535
gpt2-xl,g2c,26,35.35453,0.33397216
gpt2-xl,g2c,27,35.910088,0.31609485
gpt2-xl,g2c,28,34.241436,0.31921217
gpt2-xl,g2c,29,34.88725,0.3364956
gpt2-xl,g2c,30,35.510994,0.3206096
gpt2-xl,g2c,31,34.33179,0.3428352
gpt2-xl,g2c,32,34.407658,0.30703908
gpt2-xl,g2c,33,36.657204,0.33123723
gpt2-xl,g2c,34,35.934116,0.31289256
